,question_link,question,No_answer
546,https://leetcode.cn/problems/partition-to-k-equal-sum-subsets/,698. 划分为k个相等的子集,796
547,https://leetcode.cn/problems/falling-squares/,699. 掉落的方块,58
548,https://leetcode.cn/problems/search-in-a-binary-search-tree/,700. 二叉搜索树中的搜索,1207
549,https://leetcode.cn/problems/insert-into-a-binary-search-tree/,701. 二叉搜索树中的插入操作,947
550,https://leetcode.cn/problems/search-in-a-sorted-array-of-unknown-size/,702. 搜索长度未知的有序数组,101
551,https://leetcode.cn/problems/kth-largest-element-in-a-stream/,703. 数据流中的第 K 大元素,681
552,https://leetcode.cn/problems/binary-search/,704. 二分查找,3110
553,https://leetcode.cn/problems/design-hashset/,705. 设计哈希集合,522
554,https://leetcode.cn/problems/design-hashmap/,706. 设计哈希映射,498
555,https://leetcode.cn/problems/design-linked-list/,707. 设计链表,753
556,https://leetcode.cn/problems/insert-into-a-sorted-circular-linked-list/,708. 循环有序列表的插入,72
557,https://leetcode.cn/problems/to-lower-case/,709. 转换成小写字母,792
558,https://leetcode.cn/problems/random-pick-with-blacklist/,710. 黑名单中的随机数,194
559,https://leetcode.cn/problems/number-of-distinct-islands-ii/,711. 不同岛屿的数量 II,32
560,https://leetcode.cn/problems/minimum-ascii-delete-sum-for-two-strings/,712. 两个字符串的最小ASCII删除和,248
561,https://leetcode.cn/problems/subarray-product-less-than-k/,713. 乘积小于 K 的子数组,713
562,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,714. 买卖股票的最佳时机含手续费,974
563,https://leetcode.cn/problems/range-module/,715. Range 模块,76
564,https://leetcode.cn/problems/max-stack/,716. 最大栈,99
565,https://leetcode.cn/problems/1-bit-and-2-bit-characters/,717. 1 比特与 2 比特字符,750
566,https://leetcode.cn/problems/maximum-length-of-repeated-subarray/,718. 最长重复子数组,776
567,https://leetcode.cn/problems/find-k-th-smallest-pair-distance/,719. 找出第 k 小的距离对,125
568,https://leetcode.cn/problems/longest-word-in-dictionary/,720. 词典中最长的单词,634
569,https://leetcode.cn/problems/accounts-merge/,721. 账户合并,375
570,https://leetcode.cn/problems/remove-comments/,722. 删除注释,86
571,https://leetcode.cn/problems/candy-crush/,723. 粉碎糖果,46
572,https://leetcode.cn/problems/find-pivot-index/,724. 寻找数组的中心下标,1061
573,https://leetcode.cn/problems/split-linked-list-in-parts/,725. 分隔链表,679
574,https://leetcode.cn/problems/number-of-atoms/,726. 原子的数量,436
575,https://leetcode.cn/problems/minimum-window-subsequence/,727. 最小窗口子序列,64
576,https://leetcode.cn/problems/self-dividing-numbers/,728. 自除数,661
577,https://leetcode.cn/problems/my-calendar-i/,729. 我的日程安排表 I,167
578,https://leetcode.cn/problems/count-different-palindromic-subsequences/,730. 统计不同回文子序列,61
579,https://leetcode.cn/problems/my-calendar-ii/,731. 我的日程安排表 II,65
580,https://leetcode.cn/problems/my-calendar-iii/,732. 我的日程安排表 III,74
581,https://leetcode.cn/problems/flood-fill/,733. 图像渲染,944
582,https://leetcode.cn/problems/sentence-similarity/,734. 句子相似性,49
583,https://leetcode.cn/problems/asteroid-collision/,735. 行星碰撞,358
584,https://leetcode.cn/problems/parse-lisp-expression/,736. Lisp 语法解析,56
585,https://leetcode.cn/problems/sentence-similarity-ii/,737. 句子相似性 II,89
586,https://leetcode.cn/problems/monotone-increasing-digits/,738. 单调递增的数字,738
587,https://leetcode.cn/problems/daily-temperatures/,739. 每日温度,2037
588,https://leetcode.cn/problems/delete-and-earn/,740. 删除并获得点数,811
589,https://leetcode.cn/problems/cherry-pickup/,741. 摘樱桃,60
590,https://leetcode.cn/problems/closest-leaf-in-a-binary-tree/,742. 二叉树最近的叶节点,67
591,https://leetcode.cn/problems/network-delay-time/,743. 网络延迟时间,666
592,https://leetcode.cn/problems/find-smallest-letter-greater-than-target/,744. 寻找比目标字母大的最小字母,767
593,https://leetcode.cn/problems/prefix-and-suffix-search/,745. 前缀和后缀搜索,72
594,https://leetcode.cn/problems/min-cost-climbing-stairs/,746. 使用最小花费爬楼梯,1825
595,https://leetcode.cn/problems/largest-number-at-least-twice-of-others/,747. 至少是其他数字两倍的最大数,835
596,https://leetcode.cn/problems/shortest-completing-word/,748. 最短补全词,509
597,https://leetcode.cn/problems/contain-virus/,749. 隔离病毒,46
598,https://leetcode.cn/problems/number-of-corner-rectangles/,750. 角矩形的数量,48
599,https://leetcode.cn/problems/ip-to-cidr/,751. IP 到 CIDR,31
600,https://leetcode.cn/problems/open-the-lock/,752. 打开转盘锁,914
601,https://leetcode.cn/problems/cracking-the-safe/,753. 破解保险箱,60
602,https://leetcode.cn/problems/reach-a-number/,754. 到达终点数字,119
603,https://leetcode.cn/problems/pour-water/,755. 倒水,36
604,https://leetcode.cn/problems/pyramid-transition-matrix/,756. 金字塔转换矩阵,86
605,https://leetcode.cn/problems/set-intersection-size-at-least-two/,757. 设置交集大小至少为2,44
606,https://leetcode.cn/problems/bold-words-in-string/,758. 字符串中的加粗单词,76
607,https://leetcode.cn/problems/employee-free-time/,759. 员工空闲时间,60
608,https://leetcode.cn/problems/find-anagram-mappings/,760. 找出变位映射,109
609,https://leetcode.cn/problems/special-binary-string/,761. 特殊的二进制序列,39
610,https://leetcode.cn/problems/prime-number-of-set-bits-in-binary-representation/,762. 二进制表示中质数个计算置位,451
611,https://leetcode.cn/problems/partition-labels/,763. 划分字母区间,1238
612,https://leetcode.cn/problems/largest-plus-sign/,764. 最大加号标志,68
613,https://leetcode.cn/problems/couples-holding-hands/,765. 情侣牵手,494
614,https://leetcode.cn/problems/toeplitz-matrix/,766. 托普利茨矩阵,692
615,https://leetcode.cn/problems/reorganize-string/,767. 重构字符串,534
616,https://leetcode.cn/problems/max-chunks-to-make-sorted-ii/,768. 最多能完成排序的块 II,106
617,https://leetcode.cn/problems/max-chunks-to-make-sorted/,769. 最多能完成排序的块,216
618,https://leetcode.cn/problems/basic-calculator-iv/,770. 基本计算器 IV,31
619,https://leetcode.cn/problems/jewels-and-stones/,771. 宝石与石头,1267
620,https://leetcode.cn/problems/basic-calculator-iii/,772. 基本计算器 III,159
621,https://leetcode.cn/problems/sliding-puzzle/,773. 滑动谜题,396
622,https://leetcode.cn/problems/minimize-max-distance-to-gas-station/,774. 最小化去加油站的最大距离,28
623,https://leetcode.cn/problems/global-and-local-inversions/,775. 全局倒置与局部倒置,97
624,https://leetcode.cn/problems/split-bst/,776. 拆分二叉搜索树,41
625,https://leetcode.cn/problems/swap-adjacent-in-lr-string/,777. 在LR字符串中交换相邻字符,74
626,https://leetcode.cn/problems/swim-in-rising-water/,778. 水位上升的泳池中游泳,383
627,https://leetcode.cn/problems/k-th-symbol-in-grammar/,779. 第K个语法符号,263
628,https://leetcode.cn/problems/reaching-points/,780. 到达终点,252
629,https://leetcode.cn/problems/rabbits-in-forest/,781. 森林中的兔子,719
630,https://leetcode.cn/problems/transform-to-chessboard/,782. 变为棋盘,38
631,https://leetcode.cn/problems/minimum-distance-between-bst-nodes/,783. 二叉搜索树节点最小距离,744
632,https://leetcode.cn/problems/letter-case-permutation/,784. 字母大小写全排列,757
633,https://leetcode.cn/problems/is-graph-bipartite/,785. 判断二分图,997
634,https://leetcode.cn/problems/k-th-smallest-prime-fraction/,786. 第 K 个最小的素数分数,273
635,https://leetcode.cn/problems/cheapest-flights-within-k-stops/,787. K 站中转内最便宜的航班,493
636,https://leetcode.cn/problems/rotated-digits/,788. 旋转数字,211
637,https://leetcode.cn/problems/escape-the-ghosts/,789. 逃脱阻碍者,311
638,https://leetcode.cn/problems/domino-and-tromino-tiling/,790. 多米诺和托米诺平铺,85
639,https://leetcode.cn/problems/custom-sort-string/,791. 自定义字符串排序,245
640,https://leetcode.cn/problems/number-of-matching-subsequences/,792. 匹配子序列的单词数,121
641,https://leetcode.cn/problems/preimage-size-of-factorial-zeroes-function/,793. 阶乘函数后 K 个零,96
642,https://leetcode.cn/problems/valid-tic-tac-toe-state/,794. 有效的井字游戏,471
643,https://leetcode.cn/problems/number-of-subarrays-with-bounded-maximum/,795. 区间子数组个数,113
644,https://leetcode.cn/problems/rotate-string/,796. 旋转字符串,756
645,https://leetcode.cn/problems/all-paths-from-source-to-target/,797. 所有可能的路径,1279
646,https://leetcode.cn/problems/smallest-rotation-with-highest-score/,798. 得分最高的最小轮调,203
647,https://leetcode.cn/problems/champagne-tower/,799. 香槟塔,88
648,https://leetcode.cn/problems/similar-rgb-color/,800. 相似 RGB 颜色,47
649,https://leetcode.cn/problems/minimum-swaps-to-make-sequences-increasing/,801. 使序列递增的最小交换次数,109
650,https://leetcode.cn/problems/find-eventual-safe-states/,802. 找到最终的安全状态,383
651,https://leetcode.cn/problems/bricks-falling-when-hit/,803. 打砖块,138
652,https://leetcode.cn/problems/unique-morse-code-words/,804. 唯一摩尔斯密码词,754
653,https://leetcode.cn/problems/split-array-with-same-average/,805. 数组的均值分割,58
654,https://leetcode.cn/problems/number-of-lines-to-write-string/,806. 写字符串需要的行数,581
655,https://leetcode.cn/problems/max-increase-to-keep-city-skyline/,807. 保持城市天际线,672
656,https://leetcode.cn/problems/soup-servings/,808. 分汤,46
657,https://leetcode.cn/problems/expressive-words/,809. 情感丰富的文字,105
658,https://leetcode.cn/problems/chalkboard-xor-game/,810. 黑板异或游戏,144
659,https://leetcode.cn/problems/subdomain-visit-count/,811. 子域名访问计数,233
660,https://leetcode.cn/problems/largest-triangle-area/,812. 最大三角形面积,289
661,https://leetcode.cn/problems/largest-sum-of-averages/,813. 最大平均值和的分组,105
662,https://leetcode.cn/problems/binary-tree-pruning/,814. 二叉树剪枝,428
663,https://leetcode.cn/problems/bus-routes/,815. 公交路线,340
664,https://leetcode.cn/problems/ambiguous-coordinates/,816. 模糊坐标,80
665,https://leetcode.cn/problems/linked-list-components/,817. 链表组件,195
666,https://leetcode.cn/problems/race-car/,818. 赛车,50
667,https://leetcode.cn/problems/most-common-word/,819. 最常见的单词,622
668,https://leetcode.cn/problems/short-encoding-of-words/,820. 单词的压缩编码,668
669,https://leetcode.cn/problems/shortest-distance-to-a-character/,821. 字符的最短距离,902
670,https://leetcode.cn/problems/card-flipping-game/,822. 翻转卡片游戏,51
671,https://leetcode.cn/problems/binary-trees-with-factors/,823. 带因子的二叉树,61
672,https://leetcode.cn/problems/goat-latin/,824. 山羊拉丁文,678
673,https://leetcode.cn/problems/friends-of-appropriate-ages/,825. 适龄的朋友,319
674,https://leetcode.cn/problems/most-profit-assigning-work/,826. 安排工作以达到最大收益,157
675,https://leetcode.cn/problems/making-a-large-island/,827. 最大人工岛,232
676,https://leetcode.cn/problems/count-unique-characters-of-all-substrings-of-a-given-string/,828. 统计子串中的唯一字符,73
677,https://leetcode.cn/problems/consecutive-numbers-sum/,829. 连续整数求和,132
678,https://leetcode.cn/problems/positions-of-large-groups/,830. 较大分组的位置,625
679,https://leetcode.cn/problems/masking-personal-information/,831. 隐藏个人信息,93
680,https://leetcode.cn/problems/flipping-an-image/,832. 翻转图像,1016
681,https://leetcode.cn/problems/find-and-replace-in-string/,833. 字符串中的查找与替换,95
682,https://leetcode.cn/problems/sum-of-distances-in-tree/,834. 树中距离之和,147
683,https://leetcode.cn/problems/image-overlap/,835. 图像重叠,58
684,https://leetcode.cn/problems/rectangle-overlap/,836. 矩形重叠,713
685,https://leetcode.cn/problems/new-21-game/,837. 新 21 点,256
686,https://leetcode.cn/problems/push-dominoes/,838. 推多米诺,517
687,https://leetcode.cn/problems/similar-string-groups/,839. 相似字符串组,297
688,https://leetcode.cn/problems/magic-squares-in-grid/,840. 矩阵中的幻方,127
689,https://leetcode.cn/problems/keys-and-rooms/,841. 钥匙和房间,658
690,https://leetcode.cn/problems/split-array-into-fibonacci-sequence/,842. 将数组拆分成斐波那契序列,342
691,https://leetcode.cn/problems/guess-the-word/,843. 猜猜这个单词,46
692,https://leetcode.cn/problems/backspace-string-compare/,844. 比较含退格的字符串,1369
693,https://leetcode.cn/problems/longest-mountain-in-array/,845. 数组中的最长山脉,623
694,https://leetcode.cn/problems/hand-of-straights/,846. 一手顺子,489
695,https://leetcode.cn/problems/shortest-path-visiting-all-nodes/,847. 访问所有节点的最短路径,186
696,https://leetcode.cn/problems/shifting-letters/,848. 字母移位,124
697,https://leetcode.cn/problems/maximize-distance-to-closest-person/,849. 到最近的人的最大距离,228
698,https://leetcode.cn/problems/rectangle-area-ii/,850. 矩形面积 II,56
699,https://leetcode.cn/problems/loud-and-rich/,851. 喧闹和富有,297
700,https://leetcode.cn/problems/peak-index-in-a-mountain-array/,852. 山脉数组的峰顶索引,908
701,https://leetcode.cn/problems/car-fleet/,853. 车队,159
702,https://leetcode.cn/problems/k-similar-strings/,854. 相似度为 K 的字符串,85
703,https://leetcode.cn/problems/exam-room/,855. 考场就座,74
704,https://leetcode.cn/problems/score-of-parentheses/,856. 括号的分数,264
705,https://leetcode.cn/problems/minimum-cost-to-hire-k-workers/,857. 雇佣 K 名工人的最低成本,62
706,https://leetcode.cn/problems/mirror-reflection/,858. 镜面反射,58
707,https://leetcode.cn/problems/buddy-strings/,859. 亲密字符串,792
708,https://leetcode.cn/problems/lemonade-change/,860. 柠檬水找零,997
709,https://leetcode.cn/problems/score-after-flipping-matrix/,861. 翻转矩阵后的得分,472
710,https://leetcode.cn/problems/shortest-subarray-with-sum-at-least-k/,862. 和至少为 K 的最短子数组,189
711,https://leetcode.cn/problems/all-nodes-distance-k-in-binary-tree/,863. 二叉树中所有距离为 K 的结点,642
712,https://leetcode.cn/problems/shortest-path-to-get-all-keys/,864. 获取所有钥匙的最短路径,59
713,https://leetcode.cn/problems/smallest-subtree-with-all-the-deepest-nodes/,865. 具有所有最深节点的最小子树,174
714,https://leetcode.cn/problems/prime-palindrome/,866. 回文素数,107
715,https://leetcode.cn/problems/transpose-matrix/,867. 转置矩阵,802
716,https://leetcode.cn/problems/binary-gap/,868. 二进制间距,637
717,https://leetcode.cn/problems/reordered-power-of-2/,869. 重新排序得到 2 的幂,486
718,https://leetcode.cn/problems/advantage-shuffle/,870. 优势洗牌,276
719,https://leetcode.cn/problems/minimum-number-of-refueling-stops/,871. 最低加油次数,162
720,https://leetcode.cn/problems/leaf-similar-trees/,872. 叶子相似的树,785
721,https://leetcode.cn/problems/length-of-longest-fibonacci-subsequence/,873. 最长的斐波那契子序列的长度,156
722,https://leetcode.cn/problems/walking-robot-simulation/,874. 模拟行走机器人,273
723,https://leetcode.cn/problems/koko-eating-bananas/,875. 爱吃香蕉的珂珂,529
724,https://leetcode.cn/problems/middle-of-the-linked-list/,876. 链表的中间结点,2515
725,https://leetcode.cn/problems/stone-game/,877. 石子游戏,546
726,https://leetcode.cn/problems/nth-magical-number/,878. 第 N 个神奇数字,75
727,https://leetcode.cn/problems/profitable-schemes/,879. 盈利计划,201
728,https://leetcode.cn/problems/decoded-string-at-index/,880. 索引处的解码字符串,87
729,https://leetcode.cn/problems/boats-to-save-people/,881. 救生艇,656
730,https://leetcode.cn/problems/reachable-nodes-in-subdivided-graph/,882. 细分图中的可到达结点,46
731,https://leetcode.cn/problems/projection-area-of-3d-shapes/,883. 三维形体投影面积,524
732,https://leetcode.cn/problems/uncommon-words-from-two-sentences/,884. 两句话中的不常见单词,545
733,https://leetcode.cn/problems/spiral-matrix-iii/,885. 螺旋矩阵 III,90
734,https://leetcode.cn/problems/possible-bipartition/,886. 可能的二分法,283
735,https://leetcode.cn/problems/super-egg-drop/,887. 鸡蛋掉落,411
736,https://leetcode.cn/problems/fair-candy-swap/,888. 公平的糖果交换,516
737,https://leetcode.cn/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,889. 根据前序和后序遍历构造二叉树,255
738,https://leetcode.cn/problems/find-and-replace-pattern/,890. 查找和替换模式,142
739,https://leetcode.cn/problems/sum-of-subsequence-widths/,891. 子序列宽度之和,48
740,https://leetcode.cn/problems/surface-area-of-3d-shapes/,892. 三维形体的表面积,714
741,https://leetcode.cn/problems/groups-of-special-equivalent-strings/,893. 特殊等价字符串组,122
742,https://leetcode.cn/problems/all-possible-full-binary-trees/,894. 所有可能的满二叉树,153
743,https://leetcode.cn/problems/maximum-frequency-stack/,895. 最大频率栈,130
744,https://leetcode.cn/problems/monotonic-array/,896. 单调数列,816
745,https://leetcode.cn/problems/increasing-order-search-tree/,897. 递增顺序搜索树,804
746,https://leetcode.cn/problems/bitwise-ors-of-subarrays/,898. 子数组按位或操作,48
747,https://leetcode.cn/problems/orderly-queue/,899. 有序队列,56
748,https://leetcode.cn/problems/rle-iterator/,900. RLE 迭代器,68
749,https://leetcode.cn/problems/online-stock-span/,901. 股票价格跨度,298
750,https://leetcode.cn/problems/numbers-at-most-n-given-digit-set/,902. 最大为 N 的数字组合,102
751,https://leetcode.cn/problems/valid-permutations-for-di-sequence/,903. DI 序列的有效排列,50
752,https://leetcode.cn/problems/fruit-into-baskets/,904. 水果成篮,593
753,https://leetcode.cn/problems/sort-array-by-parity/,905. 按奇偶排序数组,1280
754,https://leetcode.cn/problems/super-palindromes/,906. 超级回文数,53
755,https://leetcode.cn/problems/sum-of-subarray-minimums/,907. 子数组的最小值之和,165
756,https://leetcode.cn/problems/smallest-range-i/,908. 最小差值 I,515
757,https://leetcode.cn/problems/snakes-and-ladders/,909. 蛇梯棋,208
758,https://leetcode.cn/problems/smallest-range-ii/,910. 最小差值 II,91
759,https://leetcode.cn/problems/online-election/,911. 在线选举,335
760,https://leetcode.cn/problems/sort-an-array/,912. 排序数组,1533
761,https://leetcode.cn/problems/cat-and-mouse/,913. 猫和老鼠,131
762,https://leetcode.cn/problems/x-of-a-kind-in-a-deck-of-cards/,914. 卡牌分组,669
763,https://leetcode.cn/problems/partition-array-into-disjoint-intervals/,915. 分割数组,140
764,https://leetcode.cn/problems/word-subsets/,916. 单词子集,96
765,https://leetcode.cn/problems/reverse-only-letters/,917. 仅仅反转字母,951
766,https://leetcode.cn/problems/maximum-sum-circular-subarray/,918. 环形子数组的最大和,387
767,https://leetcode.cn/problems/complete-binary-tree-inserter/,919. 完全二叉树插入器,138
768,https://leetcode.cn/problems/number-of-music-playlists/,920. 播放列表的数量,29
769,https://leetcode.cn/problems/minimum-add-to-make-parentheses-valid/,921. 使括号有效的最少添加,416
770,https://leetcode.cn/problems/sort-array-by-parity-ii/,922. 按奇偶排序数组 II,922
771,https://leetcode.cn/problems/3sum-with-multiplicity/,923. 三数之和的多种可能,94
772,https://leetcode.cn/problems/minimize-malware-spread/,924. 尽量减少恶意软件的传播,117
773,https://leetcode.cn/problems/long-pressed-name/,925. 长按键入,731
774,https://leetcode.cn/problems/flip-string-to-monotone-increasing/,926. 将字符串翻转到单调递增,184
775,https://leetcode.cn/problems/three-equal-parts/,927. 三等分,81
776,https://leetcode.cn/problems/minimize-malware-spread-ii/,928. 尽量减少恶意软件的传播 II,59
777,https://leetcode.cn/problems/unique-email-addresses/,929. 独特的电子邮件地址,263
778,https://leetcode.cn/problems/binary-subarrays-with-sum/,930. 和相同的二元子数组,376
779,https://leetcode.cn/problems/minimum-falling-path-sum/,931. 下降路径最小和,474
780,https://leetcode.cn/problems/beautiful-array/,932. 漂亮数组,103
781,https://leetcode.cn/problems/number-of-recent-calls/,933. 最近的请求次数,713
782,https://leetcode.cn/problems/shortest-bridge/,934. 最短的桥,390
783,https://leetcode.cn/problems/knight-dialer/,935. 骑士拨号器,108
784,https://leetcode.cn/problems/stamping-the-sequence/,936. 戳印序列,33
785,https://leetcode.cn/problems/reorder-data-in-log-files/,937. 重新排列日志文件,447
786,https://leetcode.cn/problems/range-sum-of-bst/,938. 二叉搜索树的范围和,894
787,https://leetcode.cn/problems/minimum-area-rectangle/,939. 最小面积矩形,79
788,https://leetcode.cn/problems/distinct-subsequences-ii/,940. 不同的子序列 II,73
789,https://leetcode.cn/problems/valid-mountain-array/,941. 有效的山脉数组,677
790,https://leetcode.cn/problems/di-string-match/,942. 增减字符串匹配,699
791,https://leetcode.cn/problems/find-the-shortest-superstring/,943. 最短超级串,55
792,https://leetcode.cn/problems/delete-columns-to-make-sorted/,944. 删列造序,458
793,https://leetcode.cn/problems/minimum-increment-to-make-array-unique/,945. 使数组唯一的最小增量,567
794,https://leetcode.cn/problems/validate-stack-sequences/,946. 验证栈序列,387
795,https://leetcode.cn/problems/most-stones-removed-with-same-row-or-column/,947. 移除最多的同行或同列石头,366
796,https://leetcode.cn/problems/bag-of-tokens/,948. 令牌放置,116
797,https://leetcode.cn/problems/largest-time-for-given-digits/,949. 给定数字能组成的最大时间,151
798,https://leetcode.cn/problems/reveal-cards-in-increasing-order/,950. 按递增顺序显示卡牌,185
799,https://leetcode.cn/problems/flip-equivalent-binary-trees/,951. 翻转等价二叉树,201
800,https://leetcode.cn/problems/largest-component-size-by-common-factor/,952. 按公因数计算最大组件大小,72
801,https://leetcode.cn/problems/verifying-an-alien-dictionary/,953. 验证外星语词典,597
802,https://leetcode.cn/problems/array-of-doubled-pairs/,954. 二倍数对数组,452
803,https://leetcode.cn/problems/delete-columns-to-make-sorted-ii/,955. 删列造序 II,73
804,https://leetcode.cn/problems/tallest-billboard/,956. 最高的广告牌,61
805,https://leetcode.cn/problems/prison-cells-after-n-days/,957. N 天后的牢房,156
806,https://leetcode.cn/problems/check-completeness-of-a-binary-tree/,958. 二叉树的完全性检验,347
807,https://leetcode.cn/problems/regions-cut-by-slashes/,959. 由斜杠划分区域,323
808,https://leetcode.cn/problems/delete-columns-to-make-sorted-iii/,960. 删列造序 III,43
809,https://leetcode.cn/problems/n-repeated-element-in-size-2n-array/,961. 在长度 2N 的数组中找出重复 N 次的元素,646
810,https://leetcode.cn/problems/maximum-width-ramp/,962. 最大宽度坡,170
811,https://leetcode.cn/problems/minimum-area-rectangle-ii/,963. 最小面积矩形 II,37
812,https://leetcode.cn/problems/least-operators-to-express-number/,964. 表示数字的最少运算符,32
813,https://leetcode.cn/problems/univalued-binary-tree/,965. 单值二叉树,487
814,https://leetcode.cn/problems/vowel-spellchecker/,966. 元音拼写检查器,58
815,https://leetcode.cn/problems/numbers-with-same-consecutive-differences/,967. 连续差相同的数字,185
816,https://leetcode.cn/problems/binary-tree-cameras/,968. 监控二叉树,439
817,https://leetcode.cn/problems/pancake-sorting/,969. 煎饼排序,607
818,https://leetcode.cn/problems/powerful-integers/,970. 强整数,139
819,https://leetcode.cn/problems/flip-binary-tree-to-match-preorder-traversal/,971. 翻转二叉树以匹配先序遍历,132
820,https://leetcode.cn/problems/equal-rational-numbers/,972. 相等的有理数,39
821,https://leetcode.cn/problems/k-closest-points-to-origin/,973. 最接近原点的 K 个点,711
822,https://leetcode.cn/problems/subarray-sums-divisible-by-k/,974. 和可被 K 整除的子数组,447
823,https://leetcode.cn/problems/odd-even-jump/,975. 奇偶跳,63
824,https://leetcode.cn/problems/largest-perimeter-triangle/,976. 三角形的最大周长,664
825,https://leetcode.cn/problems/squares-of-a-sorted-array/,977. 有序数组的平方,2274
826,https://leetcode.cn/problems/longest-turbulent-subarray/,978. 最长湍流子数组,641
827,https://leetcode.cn/problems/distribute-coins-in-binary-tree/,979. 在二叉树中分配硬币,160
828,https://leetcode.cn/problems/unique-paths-iii/,980. 不同路径 III,252
829,https://leetcode.cn/problems/time-based-key-value-store/,981. 基于时间的键值存储,346
830,https://leetcode.cn/problems/triples-with-bitwise-and-equal-to-zero/,982. 按位与为零的三元组,40
831,https://leetcode.cn/problems/minimum-cost-for-tickets/,983. 最低票价,491
832,https://leetcode.cn/problems/string-without-aaa-or-bbb/,984. 不含 AAA 或 BBB 的字符串,176
833,https://leetcode.cn/problems/sum-of-even-numbers-after-queries/,985. 查询后的偶数和,201
834,https://leetcode.cn/problems/interval-list-intersections/,986. 区间列表的交集,432
835,https://leetcode.cn/problems/vertical-order-traversal-of-a-binary-tree/,987. 二叉树的垂序遍历,450
836,https://leetcode.cn/problems/smallest-string-starting-from-leaf/,988. 从叶结点开始的最小字符串,142
837,https://leetcode.cn/problems/add-to-array-form-of-integer/,989. 数组形式的整数加法,681
838,https://leetcode.cn/problems/satisfiability-of-equality-equations/,990. 等式方程的可满足性,633
839,https://leetcode.cn/problems/broken-calculator/,991. 坏了的计算器,123
840,https://leetcode.cn/problems/subarrays-with-k-different-integers/,992. K 个不同整数的子数组,302
841,https://leetcode.cn/problems/cousins-in-binary-tree/,993. 二叉树的堂兄弟节点,901
842,https://leetcode.cn/problems/rotting-oranges/,994. 腐烂的橘子,1773
843,https://leetcode.cn/problems/minimum-number-of-k-consecutive-bit-flips/,995. K 连续位的最小翻转次数,264
844,https://leetcode.cn/problems/number-of-squareful-arrays/,996. 正方形数组的数目,105
845,https://leetcode.cn/problems/find-the-town-judge/,997. 找到小镇的法官,754
846,https://leetcode.cn/problems/maximum-binary-tree-ii/,998. 最大二叉树 II,140
847,https://leetcode.cn/problems/available-captures-for-rook/,999. 可以被一步捕获的棋子数,594
848,https://leetcode.cn/problems/minimum-cost-to-merge-stones/,1000. 合并石头的最低成本,53
849,https://leetcode.cn/problems/grid-illumination/,1001. 网格照明,268
850,https://leetcode.cn/problems/find-common-characters/,1002. 查找共用字符,687
851,https://leetcode.cn/problems/check-if-word-is-valid-after-substitutions/,1003. 检查替换后的词是否有效,213
852,https://leetcode.cn/problems/max-consecutive-ones-iii/,1004. 最大连续1的个数 III,883
853,https://leetcode.cn/problems/maximize-sum-of-array-after-k-negations/,1005. K 次取反后最大化的数组和,1173
854,https://leetcode.cn/problems/clumsy-factorial/,1006. 笨阶乘,627
855,https://leetcode.cn/problems/minimum-domino-rotations-for-equal-row/,1007. 行相等的最少多米诺旋转,103
856,https://leetcode.cn/problems/construct-binary-search-tree-from-preorder-traversal/,1008. 前序遍历构造二叉搜索树,296
857,https://leetcode.cn/problems/complement-of-base-10-integer/,1009. 十进制整数的反码,271
858,https://leetcode.cn/problems/pairs-of-songs-with-total-durations-divisible-by-60/,1010. 总持续时间可被 60 整除的歌曲,271
859,https://leetcode.cn/problems/capacity-to-ship-packages-within-d-days/,1011. 在 D 天内送达包裹的能力,719
860,https://leetcode.cn/problems/numbers-with-repeated-digits/,1012. 至少有 1 位重复的数字,79
861,https://leetcode.cn/problems/partition-array-into-three-parts-with-equal-sum/,1013. 将数组分成和相等的三个部分,974
862,https://leetcode.cn/problems/best-sightseeing-pair/,1014. 最佳观光组合,602
863,https://leetcode.cn/problems/smallest-integer-divisible-by-k/,1015. 可被 K 整除的最小整数,47
864,https://leetcode.cn/problems/binary-string-with-substrings-representing-1-to-n/,1016. 子串能表示从 1 到 N 数字的二进制串,101
865,https://leetcode.cn/problems/convert-to-base-2/,1017. 负二进制转换,62
866,https://leetcode.cn/problems/binary-prefix-divisible-by-5/,1018. 可被 5 整除的二进制前缀,408
867,https://leetcode.cn/problems/next-greater-node-in-linked-list/,1019. 链表中的下一个更大节点,352
868,https://leetcode.cn/problems/number-of-enclaves/,1020. 飞地的数量,618
869,https://leetcode.cn/problems/remove-outermost-parentheses/,1021. 删除最外层的括号,735
870,https://leetcode.cn/problems/sum-of-root-to-leaf-binary-numbers/,1022. 从根到叶的二进制数之和,337
871,https://leetcode.cn/problems/camelcase-matching/,1023. 驼峰式匹配,197
872,https://leetcode.cn/problems/video-stitching/,1024. 视频拼接,421
873,https://leetcode.cn/problems/divisor-game/,1025. 除数博弈,711
874,https://leetcode.cn/problems/maximum-difference-between-node-and-ancestor/,1026. 节点与其祖先之间的最大差值,214
875,https://leetcode.cn/problems/longest-arithmetic-subsequence/,1027. 最长等差数列,155
876,https://leetcode.cn/problems/recover-a-tree-from-preorder-traversal/,1028. 从先序遍历还原二叉树,475
877,https://leetcode.cn/problems/two-city-scheduling/,1029. 两地调度,225
878,https://leetcode.cn/problems/matrix-cells-in-distance-order/,1030. 距离顺序排列矩阵单元格,474
